cellType 	 gene 	 date 	 dataNum 	 objNum 	volume 	 area 	 totalGAPDH 	 cytoGAPDH 	 nucGAPDH 	nucArea 	 nucIntensityTotal 	 nucIntensityAvg 	numCyclin 	 totalRNA 	 cytoRNA 	 nucRNA 	numTxnSites 	 avgIntron 	 avgExon 	 numRnaPerTxnSiteAvgExon 
A549	SUPT5H	120703	6	1	843.125937	513.375000	2242	1254	988	127.171875	4020973.000000	494.037720	21	80	32	48	0	0.000000	0.000000	0.000000
A549	SUPT5H	120703	6	2	1385.164276	800.687500	2390	1852	538	162.531250	3243959.000000	311.859162	36	113	79	34	1	360.854195	814.374253	1.551617
A549	SUPT5H	120703	6	3	1564.862804	1244.390625	2129	1913	216	194.437500	3509200.000000	281.999357	4	94	65	29	1	352.261167	942.919973	1.364478
A549	SUPT5H	120703	6	4	2702.007156	1915.203125	3276	2740	536	217.265625	4765036.000000	342.685077	75	123	79	44	0	0.000000	0.000000	0.000000
A549	SUPT5H	120703	7	1	1558.352436	1488.984375	2305	1964	341	196.078125	5781173.000000	460.687943	131	182	143	39	1	224.094667	476.317038	0.968718
A549	SUPT5H	120703	7	2	2896.772117	2295.906250	3195	2905	290	218.625000	3380765.000000	241.621284	14	219	155	64	0	0.000000	0.000000	0.000000
A549	SUPT5H	120703	7	3	2201.840070	1552.000000	4118	3316	802	277.734375	9377397.000000	527.561013	61	154	108	46	0	0.000000	0.000000	0.000000
A549	SUPT5H	120703	8	1	2845.249970	2373.421875	4158	3849	309	186.843750	3495602.000000	292.323298	7	182	130	52	0	0.000000	0.000000	0.000000
A549	SUPT5H	120703	8	2	4673.735039	2813.953125	5568	5142	426	208.906250	4376727.000000	327.354301	7	204	155	49	3	370.696178	882.859862	1.162949
A549	SUPT5H	120703	9	1	1391.607439	842.734375	2152	1939	213	182.281250	5702927.000000	488.850249	61	112	85	27	1	366.050276	262.402750	0.327600
A549	SUPT5H	120703	9	2	2128.296783	1298.468750	2088	1921	167	211.484375	2628137.000000	194.173402	6	148	101	47	1	188.294282	468.678405	0.947543
A549	SUPT5H	120703	9	3	1870.634643	1698.328125	3084	2772	312	172.187500	4027976.000000	365.515064	70	138	101	37	0	0.000000	0.000000	0.000000
A549	SUPT5H	120703	9	4	1730.464940	1538.015625	1878	1695	183	261.437500	3110371.000000	185.893557	4	120	72	48	0	0.000000	0.000000	0.000000
A549	SUPT5H	120703	9	5	1438.508799	851.062500	1925	1734	191	176.406250	4784352.000000	423.768999	45	91	66	25	0	0.000000	0.000000	0.000000
