gene	Nm_seq	lower_seq	upper_seq	meanCount	seCount
GADD45A	0.489940691506152	0.276377017613188	0.77597232485447	98.0555407802743	12.032039004887
GADD45B	1.52663684861123	0.791504937287028	2.56271208610533	44.696992414652	9.067992409375
GADD45GIP1	0.238328404191625	0.154376504345251	0.352328817415254	107.992521780188	9.09331098287644
GAK	1.40318682417265	0.769755966140453	2.39684194037455	24.0027570553654	4.445216628348
GAL3ST4	3.39618976162372	1.69043632516725	6.75366531915916	20.4616672781955	5.86082198320353
GALC	5.67884947489571	2.70281596482077	11.6891880988815	15.3811457100269	5.73107756171129
GALE	1.66841240807411	0.913118150258229	2.77868611784523	32.1464953492807	6.50216607302339
GALK1	1.73203939471987	0.910556122465157	3.02306169707418	42.8094756039405	8.782754135879
GALK2	1.08270332552645	0.655368733435407	1.68726800428905	59.3830626212352	9.87038713373813
GALM	1.5149958247868	0.872779469121146	2.46179781984269	63.6627530431794	12.0600679210829
GALNS	4.03647883204081	2.03260235848959	8.30592787391159	17.226998099095	5.15354089625216
GALNT1	0.859646958213859	0.524148512205791	1.28284852346019	58.7001567044359	8.27650059411844
GALNT10	0.470108403228284	0.283256144405103	0.720108176066948	75.2428767168053	8.41915270168905
GALNT11	1.36057522242453	0.699085979715585	2.25332378498703	65.5661601821071	13.688381896016
GALNT2	0.42946342585587	0.254012275936056	0.667921862637472	44.8381496099824	4.98317747637492
GALNT5	1.63314341958099	0.849975586021157	2.9492469763732	50.25954505246	10.7612951430182
GALNT6	0.347504239168758	0.217629604640715	0.516349824689594	114.789056072395	10.5466984077438
GALNT7	1.82687846626492	1.02678109207565	3.16550662310252	44.9622706355639	9.74987249198476
GALT	0.811072617436554	0.491203652033837	1.20954143947906	104.032805448349	14.3867389900654
GAMT	0.653545334375185	0.375348675335817	1.02314442531994	49.766818163822	6.20011823575369
GAN	11.1031666035787	4.35986385548756	28.2540651085834	6.96902423350909	3.3441574121284
GANAB	0.101975349732328	0.0603165502024286	0.151720822864386	76.7535089227747	4.31832213780823
GANC	1.98058631247828	1.15476445485224	3.11664658404839	40.4344938332377	8.90895650887296
